,folder_name,train_rmse,train_mae,train_r2,validation_rmse,validation_mae,validation_r2,test_rmse,test_mae,test_r2
3,PET_ConvLSTM_EncoderDecoder_Run,[9.46301395],[6.64444928],0.938383936882019,[10.06828572],[6.84932546],0.940948486328125,[12.76674401],[10.08763456],0.8732852935791016
10,PET_ConvLSTM-MultiTask,[5.1991248],[3.85086217],0.9812517166137695,[5.02292333],[3.8747547],0.9853028655052185,[16.05472116],[12.4746335],0.7996118068695068
16,PET_XGB_Local_Mean,2.2278335745784723,1.6446903366848,0.9792125246672443,5.777364680844721,4.257067884149864,0.906553814614671,6.79986466316456,5.386157581412056,0.8148969388931477
4,PET_Forecasting_Global_XGBoost,2.2428715870558382,1.7033550813530487,0.9876647714261971,6.1832793371576935,4.5378612658722375,0.9109123260895576,7.115232395735176,5.337262899542458,0.8425637600180163
21,PET_LSTM_Global_LocalMean,8.997999618986741,6.853292546830946,0.7131332490707741,9.189628625556363,7.310084487636151,0.696750238530512,8.926388660406253,6.936383127799763,0.6603738849572101
13,PET_SARIMA_Global_Mean,126.13472118363747,4.415465281058424,0.6228332243296703,38.01794348837259,4.649525089212557,0.8836812534304596,42.384045502332214,4.875885538620436,0.8446282677862624
19,PET_SARIMA_Global_Mean,126.13472118363747,4.415465281058424,0.6228332243296703,38.01794348837259,4.649525089212557,0.8836812534304596,42.384045502332214,4.875885538620436,0.8446282677862624
0,PET_LSTM_Global_Run,357.17598382483584,14.941152876667784,0.12416835431482331,386.68936396440444,15.062643665384531,0.09896406228642529,282.6261615399616,13.058223855807586,0.12110116475308574
